pl_name,pl_orbper,pl_insol,pl_eqt,pl_rade,pl_bmasse,pl_orbeccen,st_teff,st_met,is_habitable,esi_score,hz_flux_ratio,in_habitable_zone,density_proxy,temp_delta_earth,stellar_class,star_G,star_Hot,star_K,star_M,esi_computed
HD 11964 c,37.91,54.875,757.54,5.38,25.0,0.3,5303.0,0.1,0,0.16209252,54.875,0,0.16054366816029647,502.53999999999996,G,True,False,False,False,0.2989
Kepler-219 d,47.903645,20.01,598.0,2.81,19.1,0.0,5786.0,0.36,0,0.27175816,20.01,0,0.8608240808641016,343.0,G,True,False,False,False,0.3952
Kepler-962 b,12.05707239,53.823,689.0,1.97,4.54,0.0,5478.0,0.01,0,0.27927259,53.823,0,0.5938232183047185,434.0,G,True,False,False,False,0.4096
OGLE-2018-BLG-1126L b,41.799867235686,80.71002,932.104,4.41,17.79839079,0.0986,5505.11,0.0079999999999999,0,,80.71002,0,0.2075223944195867,677.104,G,True,False,False,False,0.2732
Kepler-1663 b,17.6046,4.07,362.0,3.30395896,10.9,0.0,3844.0,0.06,0,0.35255305,4.07,0,0.3022195576739663,107.0,M,False,False,False,True,0.599
Kepler-1998 b,3.03267135,468.31,1187.0,0.6,0.156,0.0,5640.0,0.06,0,,468.31,0,0.7222222222222223,932.0,G,True,False,False,False,0.2436
Kepler-921 b,51.300634,15.007,492.0,2.87,8.6,0.0,5663.0,-0.12,0,0.3064909,15.007,0,0.3637916788406449,237.0,G,True,False,False,False,0.4906
Kepler-1137 b,23.9210791,197.846,1020.0,2.2,5.48,0.0,6807.0,0.05,0,0.25306015,197.846,0,0.5146506386175806,765.0,F,False,False,False,False,0.288
KMT-2021-BLG-0171L b,634.9238222860001,28.178639999999994,525.638,3.35,11.2,0.0156,5200.0,-0.1144,0,,28.178639999999994,0,0.2979089848152864,270.63800000000003,K,False,False,True,False,0.433
HD 224538 b,1202.05199,0.523,236.74,12.7,2075.73732612,0.476,6097.0,0.27,0,0.37034144,0.523,1,1.013354107176246,18.25999999999999,F,False,False,False,False,0.3209
K2-63 c,25.4556,139.0,958.85,3.9,14.5,0.0037199999999999,6771.0,0.0499999999999999,0,0.20385654,139.0,0,0.24444107284343972,703.85,F,False,False,False,False,0.2651
KOI-4978 b,0.941967,627.3781200000001,1069.298,0.7,0.271,0.0,5050.28,0.18,0,,627.3781200000001,0,0.7900874635568516,814.298,K,False,False,True,False,0.2699
TOI-3364 b,5.8768918,425.0,1264.0,12.22899794,530.77343969,0.0,5706.0,0.387,0,,425.0,0,0.29022616741372,1009.0,G,True,False,False,False,0.1185
Kepler-569 b,34.18890521,19.314,526.0,3.16,10.1,0.0,5616.0,0.01,0,0.26255168,19.314,0,0.3200811700494281,271.0,G,True,False,False,False,0.4541
Kepler-1539 b,133.3036741,1.572,301.0,2.7,7.75,0.0,5176.0,-0.01,0,0.63142833,1.572,0,0.3937407915460041,46.0,K,False,False,True,False,0.7213
HIP 4845 b,34.15,2.9859,358.21,3.89,14.4,0.25,4010.0,-0.064,0,0.44793505,2.9859,0,0.2446322378163759,103.20999999999998,K,False,False,True,False,0.5881
KMT-2021-BLG-0240L b,212.55339400000005,165.70228,591.856,9.6,66.74396547,0.168,5181.8,0.14678,0,,165.70228,0,0.07543941409640843,336.856,K,False,False,True,False,0.2608
Kepler-1482 b,12.25383217,86.499,678.0,1.01,1.01,0.0,5381.0,-0.04,0,0.31034068,86.499,0,0.9802960494069207,423.0,G,True,False,False,False,0.4674
HATS-53 b,3.8537768,471.61,1312.0,15.02006,189.10885,0.33,5644.0,0.1604,0,0.062381723,471.61,0,0.05580805038874051,1057.0,G,True,False,False,False,0.1302
TOI-5422 b,5.377219,580.0,1369.0,9.10169233,8899.195396,0.094,5820.0,-0.012,0,,580.0,0,11.802779410557314,1114.0,G,True,False,False,False,0.0766
LHS 1678 d,4.9652229,9.1,462.95,0.981,0.907,0.036,3490.0,-0.072,0,,9.1,0,0.9607275945341364,207.95,M,False,False,False,True,0.676
Kepler-289 c,125.8723,4.882,394.0,11.23,157.18,0.0,5990.0,0.05,0,0.25633147,4.882,0,0.11098339751285922,139.0,G,True,False,False,False,0.3731
WASP-161 b,5.4060425,990.0,1557.0,12.811887,791.3967,0.0216,6400.0,0.16,0,0.070670413,990.0,0,0.37631795179894006,1302.0,F,False,False,False,False,0.0917
Kepler-449 c,33.6727,45.09,661.0,2.764,8.07,0.05,5649.18,-0.1651,0,0.24363496,45.09,0,0.3821724870779366,406.0,G,True,False,False,False,0.3908
Kepler-169 e,13.767102,28.548,595.0,2.2,5.48,0.0,4997.0,0.17,0,0.28897795,28.548,0,0.5146506386175806,340.0,K,False,False,True,False,0.4536
KMT-2018-BLG-0030L b,802.450173094,200.24746,699.404,13.6,460.85119015,0.1064,5879.2,0.1,0,,200.24746,0,0.18320781208258066,444.404,G,True,False,False,False,0.1777
HD 12484 b,58.83,11.9305,524.3,13.2,947.1334,0.07,5920.0,0.05,0,0.14800907,11.9305,0,0.41180285986587645,269.29999999999995,G,True,False,False,False,0.2376
Kepler-1003 b,3.554856915,814.925,1157.0,1.78,3.82,0.0,6109.0,0.01,0,0.2668701,814.925,0,0.6773347480527512,902.0,F,False,False,False,False,0.2488
Kepler-213 b,2.46236,833.469,1326.0,1.62,3.26,0.0,5696.0,0.15,0,0.2745799,833.469,0,0.7667831424372601,1071.0,G,True,False,False,False,0.2341
HD 86950 b,1270.0,4.9065,416.76,13.0,1144.188,0.17,4805.0,0.04,0,0.23262891,4.9065,0,0.5207956304050979,161.76,K,False,False,True,False,0.2759
HD 127506 b,65.78395,2.6404,354.8,5.67,27.333243,0.24,4595.32,-0.08,0,0.40937843,2.6404,0,0.14994845166639537,99.80000000000001,K,False,False,True,False,0.536
TOI-1347 c,4.841962,183.6642,1000.0,1.6,6.4,0.0,5464.0,0.04,0,,183.6642,0,1.5624999999999998,745.0,G,True,False,False,False,0.2923
Kepler-54 c,12.0717249,3.07,395.0,1.23,0.7,0.0,3705.0,-0.27,0,0.45158242,3.07,0,0.37616874284943524,140.0,M,False,False,False,True,0.7651
Kepler-1150 b,2.787868386,153.741,1432.0,1.02,1.04,0.0,4754.0,0.01,0,0.30235752,153.741,0,0.9800152279289261,1177.0,K,False,False,True,False,0.2921
Kepler-390 c,13.060022,41.351,630.0,0.79,0.418,0.0,5166.0,-0.0443,0,0.31924563,41.351,0,0.8478031149665644,375.0,K,False,False,True,False,0.4778
Kepler-1092 b,58.6017925,17.016,508.0,2.07,4.94,0.0,5862.0,-0.09,0,0.33986471,17.016,0,0.5569496207500039,253.0,G,True,False,False,False,0.5189
Kepler-259 c,36.924931,15.054,530.0,2.7,7.75,0.0,5938.0,-0.09,0,0.30143256,15.054,0,0.3937407915460041,275.0,G,True,False,False,False,0.4811
Kepler-1765 b,10.41889954,126.48,855.0,2.49508857,6.78,0.0,5692.0,0.04,0,0.24545194,126.48,0,0.4364874826430419,600.0,G,True,False,False,False,0.3202
Kepler-138 b,10.3134,9.9,452.0,0.64,0.07,0.02,3841.0,-0.18,0,0.3772948,9.9,0,0.26702880859375,197.0,M,False,False,False,True,0.5104
HD 219415 b,2093.3,0.4071,221.26,13.8,317.83,0.4,4820.0,-0.04,0,0.33069838,0.4071,1,0.12093656490385343,33.74000000000001,K,False,False,True,False,0.3948
HD 175607 b,29.01,68.05609999999999,665.854,12.512,2456.1779293,0.11,5392.0,-0.62,0,0.27170511,68.05609999999999,0,1.2539482607849746,410.85400000000004,G,True,False,False,False,0.1608
K2-285 d,10.45582,24.61,619.9,2.48,6.5,0.0,4975.0,0.0,0,0.27749575,24.61,0,0.42614589976838646,364.9,K,False,False,True,False,0.4387
HD 140901 c,14386.0,0.0057,76.76,13.4,572.0911326,0.77,5610.0,0.0859,0,0.089069005,0.0057,0,0.23776658556737362,178.24,G,True,False,False,False,0.158
Kepler-1536 b,364.758031,0.193,166.0,3.14,10.0,0.0,4434.0,0.05,0,0.40984388,0.193,0,0.32300634668710476,89.0,K,False,False,True,False,0.5771
TOI-1824 b,22.808533,14.6287,528.67,2.7438269,16.0,0.0,5165.0,0.124,0,,14.6287,0,0.7745507058626331,273.66999999999996,K,False,False,True,False,0.441
Kepler-509 b,41.74600392,28.481,584.0,2.49,6.76,0.0,6060.0,0.01,0,0.27283104,28.481,0,0.43787349200029085,329.0,F,False,False,False,False,0.4441
Kepler-431 b,6.803,577.545,1032.0,0.764,0.37,0.0,6004.0,0.07,0,0.28878679,577.545,0,0.8297010665094114,777.0,F,False,False,False,False,0.2875
GJ 649 b,600.1,0.0352,120.74,10.8,81.99972901,0.083,3734.0,-0.15,0,0.10739335,0.0352,0,0.0650940286430549,134.26,M,False,False,False,True,0.3072
DMPP-4 b,3.4982,1222.8464,1645.69,3.53,12.2,0.063,6400.0,-0.007,0,,1222.8464,0,0.2773548179953353,1390.69,F,False,False,False,False,0.164
Kepler-184 d,29.022358,18.557,559.0,2.49,6.76,0.0,5788.0,-0.1958,0,0.29703408,18.557,0,0.43787349200029085,304.0,G,True,False,False,False,0.4704
Kepler-813 b,19.12947337,56.04,817.0,2.14,5.22,0.0,5743.0,-0.13,0,0.2792286,56.04,0,0.5326343646712809,562.0,G,True,False,False,False,0.3659
Kepler-1140 b,24.0862707,13.051,500.0,2.77,8.1,0.0,4850.0,-0.08,0,0.31271877,13.051,0,0.3811059346051387,245.0,K,False,False,True,False,0.4971
TOI-1799 b,7.094570865,164.26,922.72,1.642,4.0,0.0,5690.0,-0.064,0,,164.26,0,0.903525747387418,667.72,G,True,False,False,False,0.3251
K2-65 b,12.6475,45.0,723.51,1.58,3.12,0.01228,5213.0,-0.34,0,0.3047293,45.0,0,0.7910124756865075,468.51,K,False,False,True,False,0.4265
Kepler-104 d,51.755394,16.012,515.0,3.58,5.54022107,0.0,5711.0,-0.42,0,0.25064167,16.012,0,0.12074746300959716,260.0,G,True,False,False,False,0.497
K2-72 d,7.760178,5.4,416.92,1.01,1.01,0.11,3360.47,-0.206,0,0.49911574,5.4,0,0.9802960494069207,161.92000000000002,M,False,False,False,True,0.7422
Kepler-11 g,118.3807,5.65,376.0,3.33,25.0,0.15,5663.0,0.05,0,0.36449793,5.65,0,0.6770290567601391,121.0,G,True,False,False,False,0.5177
HD 148164 b,328.55,2.1682,337.89,13.7,390.9309,0.587,6032.0,0.24,0,0.30928084,2.1682,0,0.15203315141872784,82.88999999999999,F,False,False,False,False,0.3666
TOI-1269 c,9.23786144195,54.6767,757.0,2.22999162,5.6,0.0,5554.02,-0.049,0,,54.6767,0,0.5049848323485533,502.0,G,True,False,False,False,0.3781
Kepler-402 b,4.028751,619.844,1311.0,1.22,1.98,0.0,6090.0,-0.08,0,0.29166569,619.844,0,1.0903996369740199,1056.0,F,False,False,False,False,0.2569
K2-184 b,16.9780102,14.0501,533.0,1.47,2.76,0.0,5245.0,-0.1,0,0.37232076,14.0501,0,0.8688745524587732,278.0,K,False,False,True,False,0.5569
Kepler-372 d,30.092568,53.471,660.0,1.69,3.5,0.0,6509.0,-0.13,0,0.29576193,53.471,0,0.7251167386155118,405.0,F,False,False,False,False,0.434
2MASS J11550485-7919108 b,1160404.924,0.0,2506.0,12.1,6356.56814,0.3144599999999999,3021.0,-0.26,0,,0.0,0,3.5881169996404303,2251.0,M,False,False,False,True,0.0
HD 25723 b,457.01,39.6333,698.4,13.3,794.5710175,0.04,4766.0,-0.03,0,0.093748527,39.6333,0,0.3377363433032805,443.4,K,False,False,True,False,0.1907
TOI-7155 b,3.89489711981,116.253,914.0,2.40821473,6.38,0.034,4673.03,-0.1619999999999999,0,,116.253,0,0.4568094224287247,659.0,K,False,False,True,False,0.3138
TOI-941 b,8.51460888787,166.575,1000.0,6.51165317,34.6,0.0274,5745.88,0.0275999999999999,0,,166.575,0,0.12531478598459944,745.0,G,True,False,False,False,0.2209
Kepler-1499 b,44.2008,7.371,409.0,1.19,1.81,0.0,5097.0,-0.01,0,0.46350752,7.371,0,1.074082623657471,154.0,K,False,False,True,False,0.6943
HD 187123 b,3.0965828,738.4255,1450.9,14.2,166.218,0.0103,5790.0,0.09,0,0.064772205,738.4255,0,0.05805144295648919,1195.9,G,True,False,False,False,0.1204
Kepler-1073 b,8.67888593,128.55,905.0,2.3,5.9,0.0,5792.0,0.0,0,0.24875785,128.55,0,0.48491822141859137,650.0,G,True,False,False,False,0.3163
HD 1666 b,270.0,6.0778,436.47,12.7,2040.0,0.63,6317.0,0.37,0,0.18547744,6.0778,0,0.995907503626031,181.47000000000003,F,False,False,False,False,0.2464
OGLE-TR-10 b,3.101278,818.5035,1702.0,14.011,197.046,0.0,5950.0,0.28,0,0.064983882,818.5035,0,0.07164076652637685,1447.0,G,True,False,False,False,0.1059
Kepler-436 b,64.00205,1.69,322.0,2.73,7.9,0.19,4651.0,0.01,0,0.62167047,1.69,0,0.38827475127438904,67.0,K,False,False,True,False,0.6979
Kepler-84 b,8.726,222.19,985.0,2.23,40.0,0.0,6039.0,-0.07,0,0.24884189,222.19,0,3.6069938528709007,730.0,F,False,False,False,False,0.2264
MOA-2010-BLG-328L b,37.133158182,93.59614000000002,836.2720000000002,2.99,9.2,0.0825999999999999,6005.7080000000005,-0.0560599999999999,0,,93.59614000000002,0,0.3441709910317643,581.2720000000002,F,False,False,False,False,0.3177
8 UMi b,93.31,247.8402,1126.38,13.5,524.41687155,0.062,4847.0,-0.03,0,0.070450461,247.8402,0,0.21314509843011736,871.3800000000001,K,False,False,True,False,0.1322
Kepler-1093 b,25.0824626,98.8,776.0,1.95,4.46,0.0,6166.0,-0.01,0,0.27021537,98.8,0,0.6014936192450986,521.0,F,False,False,False,False,0.366
KOI-351 e,91.93913,10.228,450.0,2.66,7.56,0.0,6080.0,-0.12,0,0.33348547,10.228,0,0.40167692678471,195.0,F,False,False,False,False,0.5377
Kepler-778 b,3.75574426,216.568,977.0,1.68,3.46,0.0,5102.0,-0.09,0,0.27765296,216.568,0,0.7297065651657489,722.0,K,False,False,True,False,0.3118
HD 101581 b,4.46569,80.0,834.0,0.956,0.827,0.0825999999999999,4675.0,-0.343,0,,80.0,0,0.9465244409961706,579.0,K,False,False,True,False,0.4162
TOI-1883 b,4.50638,17.9436,524.92,5.65,27.2,0.1412,3477.0,-0.06,0,,17.9436,0,0.1508077153116265,269.91999999999996,M,False,False,False,True,0.3899
Kepler-1522 b,1.847889171,1513.457,1374.0,1.73,3.64,0.0,5706.0,-0.07,0,0.26914552,1513.457,0,0.7030125439455267,1119.0,G,True,False,False,False,0.2143
Kepler-1245 b,4.35409304,194.344,1043.0,1.44,2.67,0.0,5306.0,-0.01,0,0.29005371,194.344,0,0.8941775977366255,788.0,G,True,False,False,False,0.3137
SWEEPS-11 b,1.796,816.52044,1212.966,12.666,3082.82,0.0,9704.4,-0.044,0,,816.52044,0,1.5171541757539102,957.9659999999999,Hot,False,True,False,False,0.0901
HD 159868 b,1184.1,0.668,255.69,13.3,704.94694,0.024,5534.0,-0.08,0,0.37551481,0.668,1,0.2996411856142703,0.6899999999999977,G,True,False,False,False,0.3849
OGLE-2018-BLG-0799L b,43.392525762000005,89.26712,732.1560000000001,10.9,82.63538582,0.212,5674.946,0.21406,0,,89.26712,0,0.06380967979867631,477.15600000000006,G,True,False,False,False,0.2382
K2-220 b,13.68186,79.7,761.0,2.37,6.21,0.0,5612.0,-0.05,0,0.25393133,79.7,0,0.4664945369433249,506.0,G,True,False,False,False,0.3594
Kepler-154 f,9.91935684,139.884,838.0,1.5,2.86,0.0,5769.0,-0.04,0,0.28847338,139.884,0,0.8474074074074074,583.0,G,True,False,False,False,0.3613
Kepler-1938 b,13.06260014,18.25,527.0,1.82828927,4.0,0.0,4522.0,-0.22,0,0.31440867,18.25,0,0.6545235239816557,272.0,K,False,False,True,False,0.522
TOI-2322 c,20.225528,10.15,496.8,1.874,18.1,0.0,4664.0,-0.12,0,,10.15,0,2.7502350666937105,241.8,K,False,False,True,False,0.4694
WASP-53 c,2840.0,0.0247,110.47,12.18,5196.5205,0.8369,4953.0,0.22,0,0.11856435,0.0247,0,2.8758801287463003,144.53,K,False,False,True,False,0.1619
WASP-68 b,5.0843,843.4794,1490.0,14.79588,343.2564,0.0,5910.0,0.22,0,0.062446035,843.4794,0,0.1059732472524529,1235.0,G,True,False,False,False,0.1059
Kepler-658 b,1.287076762,223.745,871.0,1.63,3.29,0.0,4103.0,-0.04,0,0.27694746,223.745,0,0.7596841838140166,616.0,K,False,False,True,False,0.3335
HD 76700 b,3.97097,723.1837,1424.61,9.6,66.7443,0.09,5644.0,0.31,0,0.090983247,723.1837,0,0.0754397922092014,1169.61,G,True,False,False,False,0.1414
Kepler-227 b,9.488015,104.641,793.0,3.11,9.85,0.0,5854.0,0.1,0,0.21863409,104.641,0,0.32745759166543636,538.0,G,True,False,False,False,0.3204
Kepler-260 b,8.187399,132.134,782.0,2.01,4.7,0.0,5250.0,0.29,0,0.26356901,132.134,0,0.5787748960945134,527.0,K,False,False,True,False,0.3528
Kepler-1089 b,5.132485618,26.266,584.0,1.83,4.01,0.0,3753.0,-0.09,0,0.32632581,26.266,0,0.6543213683899467,329.0,M,False,False,False,True,0.4816
HD 235088 b,7.4341325,70.0,805.0,1.982,4.15,0.0,5075.0,-0.02,0,,70.0,0,0.5330121958913558,550.0,K,False,False,True,False,0.3725
NGTS-34 b,43.12655,36.0339,624.0,3.65,19.1,0.0037199999999999,6134.0,0.228,0,,36.0339,0,0.3927848911487159,369.0,F,False,False,False,False,0.3628
K2-138 f,12.75758,51.0,653.0,2.904,1.63,0.062,5356.3,0.14,0,0.23945604,51.0,0,0.06655761762063492,398.0,G,True,False,False,False,0.4586
TOI-1683.01,3.0575356,163.056,929.25,2.6382,7.45,0.0581999999999999,4402.0,0.0933599999999999,0,,163.056,0,0.40572626662414857,674.25,K,False,False,True,False,0.295
Kepler-18 c,7.64159,126.081,899.0,5.49,17.3,0.0,5345.0,0.19,0,0.14711585,126.081,0,0.10455121153732409,644.0,G,True,False,False,False,0.2655
Kepler-831 b,5.62153941,266.249,992.0,1.27,2.15,0.0,5732.0,0.02,0,0.29296458,266.249,0,1.0496083984293951,737.0,G,True,False,False,False,0.322
Kepler-221 c,5.690586,119.836,860.0,2.93,9.3,0.0,5243.0,0.0616,0,0.22348343,119.836,0,0.3697260810780672,605.0,K,False,False,True,False,0.3062
KMT-2021-BLG-1253L b,127.27161124319998,335.65756,834.2459999999999,4.59,19.05,0.0182,5281.6,-0.1256,0,,335.65756,0,0.19699578022629577,579.2459999999999,K,False,False,True,False,0.2533
K2-257 b,1.60588,89.1463,789.0,0.83,0.498,0.1444,3725.0,-0.03,0,0.30544992,89.1463,0,0.8709536942952534,534.0,M,False,False,False,True,0.4052
Kepler-27 d,6.546289921,88.2,810.0,2.7061946,7.78,0.0,5251.0,0.21,0,0.23385348,88.2,0,0.39255682071196013,555.0,K,False,False,True,False,0.3333
BD+55 362 b,265.59,0.7996,259.06,14.0,228.83645304,0.27,5012.0,0.18,0,0.38360023,0.7996,1,0.08339520883381925,4.060000000000002,K,False,False,True,False,0.4484
TOI-270 c,5.66051,47.0639,489.0,2.33,6.2,0.0044,3506.0,-0.17,0,0.36059591,47.0639,0,0.49014426605916184,234.0,M,False,False,False,True,0.4692
Kepler-412 b,1.7208604,2144.307,1850.0,15.031269,299.07803,0.0038,5750.0,0.27,0,0.060781019,2144.307,0,0.08806383015460068,1595.0,G,True,False,False,False,0.087
TOI-2158 b,8.60077,81.4989,1188.0,10.76062147,260.61929374,0.07,5673.0,0.47,0,0.084651474,81.4989,0,0.20916764199906063,933.0,G,True,False,False,False,0.1576
Kepler-651 b,21.38521506,27.223,574.0,2.37,6.21,0.0,5522.0,-0.04,0,0.28167065,27.223,0,0.4664945369433249,319.0,G,True,False,False,False,0.4552
HD 151450 b,21.89288,66.5618,795.0,6.94,38.45723725,0.496,6091.98,0.1206,0,0.13331771,66.5618,0,0.11505345640146815,540.0,F,False,False,False,False,0.2666
HD 134987 b,258.17999,2.7435,339.45,13.5,511.7063,0.23,5736.0,0.28,0,0.30327511,2.7435,0,0.2079789869430473,84.44999999999999,G,True,False,False,False,0.3481
CoRoT-8 b,6.21229,100.3041,870.0,6.39,69.92,0.0,5080.0,0.3,0,0.13603805,100.3041,0,0.267977817124372,615.0,K,False,False,True,False,0.2275
K2-411 b,3.2141,619.038,1428.52,0.9898,0.937,0.0184,5711.0,0.1415,0,0.29491259,619.038,0,0.9662672107372384,1173.52,G,True,False,False,False,0.2584
TOI-6281 b,1.05426244177,4181.02,2240.0,1.92416074,4.36,0.0359199999999999,4533.23,-0.09,0,,4181.02,0,0.6120155287628318,1985.0,K,False,False,True,False,0.1416
HD 3167 e,96.63,3.5579,374.8,2.83,8.41,0.15,5261.0,0.04,0,0.43840975,3.5579,0,0.3710536339276618,119.80000000000001,K,False,False,True,False,0.6204
Kepler-1381 b,25.3842686,29.701,649.0,2.25,5.69,0.0,5747.0,-0.1,0,0.29163118,29.701,0,0.49953360768175586,394.0,G,True,False,False,False,0.4305
Kepler-1325 b,33.8786838,18.153,564.0,2.86,8.55,0.0,5550.0,0.01,0,0.2807719,18.153,0,0.3654837020771786,309.0,G,True,False,False,False,0.453
COCONUTS-2 b,402000000.0,0.0,493.0,12.57647635,2383.7130525,0.4453999999999999,3552.0,0.0,0,0.07140332,0.0,0,1.1983316754793614,238.0,M,False,False,False,True,0.0
Kepler-703 b,4.583521756,373.108,1038.0,8.2,51.1,0.0,6185.0,0.05,0,0.10475604,373.108,0,0.09267857401952964,783.0,F,False,False,False,False,0.1886
Kepler-616 c,90.4113556,6.86,413.0,3.41,11.5,0.0,5753.0,-0.02,0,0.39737538,6.86,0,0.29002451110631206,158.0,G,True,False,False,False,0.5403
TOI-1408 b,4.42587,465.179,1293.0,25.0,593.0,0.0023,6117.0,0.25,0,,465.179,0,0.037952,1038.0,F,False,False,False,False,0.1088
HAT-P-32 b,2.1500082,1841.0,1835.7,22.19382,216.1244,0.159,6001.0,-0.16,0,0.04268636,1841.0,0,0.019770043383173664,1580.7,F,False,False,False,False,0.0901
OGLE-2006-BLG-284L A b,520.0517726694,217.90792,660.6400000000001,14.3,144.0,0.0494,5116.36,0.098,0,,217.90792,0,0.04924411985881984,405.6400000000001,K,False,False,True,False,0.2117
TOI-5502 b,11.62592988285,95.1955,870.0,4.1287378,15.9,0.047,6088.71,0.0821399999999999,0,,95.1955,0,0.22591507622133797,615.0,F,False,False,False,False,0.2848
HIP 91258 b,5.0505,166.6086,1024.97,13.7,346.4347,0.02,5519.0,0.23,0,0.071536697,166.6086,0,0.13472856507838482,769.97,G,True,False,False,False,0.1526
CD Cet b,2.2907,8.6,464.0,1.82,3.95,0.056,3130.0,0.13,0,0.404411,8.6,0,0.6552136427755314,209.0,M,False,False,False,True,0.5899
K2-22 b,0.381073,114.0,2100.0,2.3,444.962,0.19,3879.0,0.032,0,0.2413363,114.0,0,36.57121722692529,1845.0,M,False,False,False,True,0.1105
Kepler-1322 b,0.962867382,2651.424,1666.0,1.61,3.22,0.0,5488.0,-0.07,0,0.27421871,2651.424,0,0.7715751707110063,1411.0,G,True,False,False,False,0.1845
HAT-P-16 b,2.77596727,1597.59,1566.0,14.68376472,1341.56043,0.0462,6140.0,0.17,0,0.063411992,1597.59,0,0.42373856223322376,1311.0,F,False,False,False,False,0.0809
Kepler-1999 b,8.7396758,26.17,577.0,3.29,10.8,0.0,4406.0,-0.24,0,,26.17,0,0.3032746160915434,322.0,K,False,False,True,False,0.4189
Kepler-1285 b,14.7967458,181.591,874.0,0.97,0.871,0.0,6170.0,0.16,0,0.3003095,181.591,0,0.9543396156126017,619.0,F,False,False,False,False,0.3792
TOI-3688 A b,3.246075,924.3,1534.0,13.08088048,311.47183886,0.0,5950.0,0.262,0,,924.3,0,0.139157896146412,1279.0,G,True,False,False,False,0.1054
HD 5278 c,40.87,32.6706,664.95,4.49,18.4,0.07,6203.0,-0.12,0,0.19704792,32.6706,0,0.20327258027772752,409.95000000000005,F,False,False,False,False,0.3518
Kepler-1592 b,3.05710069,1918.34,1202.0,1.54,2.99,0.0,6213.0,0.04,0,0.27797099,1918.34,0,0.8186702823235122,947.0,F,False,False,False,False,0.2329
Kepler-305 b,5.487,112.914,836.0,3.6,10.5,0.005,5080.0,0.09,0,0.19833023,112.914,0,0.2250514403292181,581.0,K,False,False,True,False,0.3044
GJ 536 b,8.70874,9.9,451.0,2.41,6.37,0.0,3641.0,-0.08,0,0.37072006,9.9,0,0.45508058176872884,196.0,M,False,False,False,True,0.5523
Kepler-361 c,55.188023,33.948,568.0,2.52,6.9,0.0,6169.0,0.04,0,0.2688565,33.948,0,0.431168940239235,313.0,F,False,False,False,False,0.4421
Kepler-1778 b,10.08740044,186.14,942.0,3.01665969,9.36,0.0,6310.0,-0.06,0,0.21795757,186.14,0,0.34095486249424733,687.0,F,False,False,False,False,0.2795
Kepler-1005 b,6.49801525,301.329,1026.0,1.5,2.86,0.0,5782.0,0.02,0,0.2833166,301.329,0,0.8474074074074074,771.0,G,True,False,False,False,0.302
Kepler-346 b,6.511127,134.357,1008.0,2.66,7.56,0.0,6033.0,0.1,0,0.23286287,134.357,0,0.40167692678471,753.0,F,False,False,False,False,0.2861
TOI-5728 b,11.49761,3.512,382.0,1.31,2.27,0.0147999999999999,3419.0,-0.12,0,,3.512,0,1.009745601935153,127.0,M,False,False,False,True,0.7369
Kepler-421 b,704.1984,0.2,185.0,4.16,16.1,0.041,5308.0,-0.25,0,0.40576632,0.2,0,0.22363814647815203,70.0,G,True,False,False,False,0.5614
Kepler-688 b,3.895936844,458.912,1005.0,9.76,68.7,0.0,5715.0,0.02,0,0.090602771,458.912,0,0.07389367805014517,750.0,G,True,False,False,False,0.1793
Kepler-123 c,26.695074,77.399,706.0,1.48,2.79,0.0,6089.0,-0.08,0,0.29724868,77.399,0,0.8606351055218843,451.0,F,False,False,False,False,0.4179
Kepler-614 b,14.03491514,37.2,641.0,2.39,6.3,0.0,5268.0,-0.07,0,0.27089162,37.2,0,0.46147358477588385,386.0,K,False,False,True,False,0.4187
Kepler-1079 b,13.24503188,195.353,887.0,1.63,3.29,0.0,5758.0,0.21,0,0.28199749,195.353,0,0.7596841838140166,632.0,G,True,False,False,False,0.3342
Kepler-211 b,4.138575,158.188,954.0,1.26,2.13,0.0,5123.0,0.151,0,0.29669964,158.188,0,1.0647998176342846,699.0,K,False,False,True,False,0.345
Kepler-870 b,21.3587621,54.869,691.0,2.78,8.15,0.0,5857.0,-0.01,0,0.24517769,54.869,0,0.37933526684164814,436.0,G,True,False,False,False,0.375
Kepler-257 c,6.581484,88.6,881.0,5.41,25.2,0.0,5180.0,0.4,0,0.15357508,88.6,0,0.15915077047824697,626.0,K,False,False,True,False,0.264
Kepler-117 b,18.7959228,157.541,984.0,8.059,29.875,0.0493,6150.0,-0.04,0,0.11023901,157.541,0,0.05707743480241912,729.0,F,False,False,False,False,0.2253
Kepler-1976 b,4.959319244,349.4,1103.0,12.21,4997.77294108,0.0,5712.0,0.1,0,,349.4,0,2.7455510895693442,848.0,G,True,False,False,False,0.0964
Kepler-1676 b,29.9221,33.45,782.0,3.3769596,11.3,0.0,5878.3,0.135,0,0.2330905,33.45,0,0.29342752363066626,527.0,G,True,False,False,False,0.3488
Kepler-1724 b,6.45442009,234.98,999.0,2.83677238,8.43,0.0,6092.0,-0.22,0,0.22128577,234.98,0,0.36927856985992974,744.0,F,False,False,False,False,0.2693
TOI-5398 b,10.590547,118.413,947.0,10.3,58.7,0.13,6000.0,0.09,0,0.083424159,118.413,0,0.05371881540403045,692.0,F,False,False,False,False,0.2125
